53614,2000,01,01,02,     -7.8
53614,2000,01,01,08,     -7.1
53614,2000,01,01,14,     -0.3
53614,2000,01,01,20,     -2.5
53614,2000,01,02,02,     -8.7
53614,2000,01,02,08,   -999.0
53614,2000,01,02,14,     -3.4
53614,2000,01,02,20,     -5.6
53614,2000,01,03,02,     -7.5
53614,2000,01,03,08,     -5.0
53614,2000,01,03,14,     -1.3
53614,2000,01,03,20,     -2.4
53614,2000,01,04,02,     -4.3
53614,2000,01,04,08,     -6.4
53614,2000,01,04,14,     -1.3
53614,2000,01,04,20,     -1.7
53614,2000,01,05,02,     -5.6
53614,2000,01,05,08,     -7.8
53614,2000,01,05,14,     -7.4
53614,2000,01,05,20,     -8.4
53614,2000,01,06,02,   -999.0
53614,2000,01,06,08,   -999.0
53614,2000,01,06,14,   -999.0
53614,2000,01,06,20,   -999.0
53614,2000,01,07,02,   -999.0
53614,2000,01,07,08,   -999.0
53614,2000,01,07,14,    -10.5
53614,2000,01,07,20,   -999.0
53614,2000,01,08,02,   -999.0
53614,2000,01,08,08,   -999.0
53614,2000,01,08,14,     -6.2
53614,2000,01,08,20,     -7.1
53614,2000,01,09,02,   -999.0
53614,2000,01,09,08,   -999.0
53614,2000,01,09,14,     -3.3
53614,2000,01,09,20,     -6.1
53614,2000,01,10,02,     -8.4
53614,2000,01,10,08,     -8.8
53614,2000,01,10,14,     -2.6
53614,2000,01,10,20,     -2.6
53614,2000,01,11,02,     -5.4
53614,2000,01,11,08,     -6.4
53614,2000,01,11,14,     -3.9
53614,2000,01,11,20,     -5.3
53614,2000,01,12,02,   -999.0
53614,2000,01,12,08,   -999.0
53614,2000,01,12,14,     -5.6
53614,2000,01,12,20,     -7.0
53614,2000,01,13,02,   -999.0
53614,2000,01,13,08,   -999.0
53614,2000,01,13,14,     -4.5
53614,2000,01,13,20,     -6.8
53614,2000,01,14,02,   -999.0
53614,2000,01,14,08,   -999.0
53614,2000,01,14,14,     -5.8
53614,2000,01,14,20,     -5.3
53614,2000,01,15,02,     -7.4
53614,2000,01,15,08,   -999.0
53614,2000,01,15,14,     -4.8
53614,2000,01,15,20,     -6.0
53614,2000,01,16,02,     -9.8
53614,2000,01,16,08,   -999.0
53614,2000,01,16,14,     -5.2
53614,2000,01,16,20,     -7.2
53614,2000,01,17,02,   -999.0
53614,2000,01,17,08,   -999.0
53614,2000,01,17,14,     -2.9
53614,2000,01,17,20,     -5.4
53614,2000,01,18,02,     -9.4
53614,2000,01,18,08,     -9.4
53614,2000,01,18,14,     -6.1
53614,2000,01,18,20,    -10.2
53614,2000,01,19,02,   -999.0
53614,2000,01,19,08,   -999.0
53614,2000,01,19,14,     -8.1
53614,2000,01,19,20,     -9.8
53614,2000,01,20,02,   -999.0
53614,2000,01,20,08,   -999.0
53614,2000,01,20,14,     -5.7
53614,2000,01,20,20,     -6.6
53614,2000,01,21,02,     -7.7
53614,2000,01,21,08,     -7.2
53614,2000,01,21,14,     -5.6
53614,2000,01,21,20,     -6.8
53614,2000,01,22,02,   -999.0
53614,2000,01,22,08,   -999.0
53614,2000,01,22,14,     -7.8
53614,2000,01,22,20,   -999.0
53614,2000,01,23,02,   -999.0
53614,2000,01,23,08,   -999.0
53614,2000,01,23,14,   -999.0
53614,2000,01,23,20,   -999.0
53614,2000,01,24,02,   -999.0
53614,2000,01,24,08,   -999.0
53614,2000,01,24,14,   -999.0
53614,2000,01,24,20,   -999.0
53614,2000,01,25,02,   -999.0
53614,2000,01,25,08,   -999.0
53614,2000,01,25,14,   -999.0
53614,2000,01,25,20,   -999.0
53614,2000,01,26,02,   -999.0
53614,2000,01,26,08,   -999.0
53614,2000,01,26,14,   -999.0
53614,2000,01,26,20,   -999.0
53614,2000,01,27,02,   -999.0
53614,2000,01,27,08,   -999.0
53614,2000,01,27,14,   -999.0
53614,2000,01,27,20,   -999.0
53614,2000,01,28,02,   -999.0
53614,2000,01,28,08,   -999.0
53614,2000,01,28,14,     -7.9
53614,2000,01,28,20,    -10.1
53614,2000,01,29,02,   -999.0
53614,2000,01,29,08,   -999.0
53614,2000,01,29,14,     -9.5
53614,2000,01,29,20,   -999.0
53614,2000,01,30,02,   -999.0
53614,2000,01,30,08,   -999.0
53614,2000,01,30,14,     -9.3
53614,2000,01,30,20,    -11.6
53614,2000,01,31,02,   -999.0
53614,2000,01,31,08,   -999.0
53614,2000,01,31,14,    -11.2
53614,2000,01,31,20,    -11.2
53614,2000,07,01,02,     14.5
53614,2000,07,01,08,     17.5
53614,2000,07,01,14,     20.9
53614,2000,07,01,20,     20.0
53614,2000,07,02,02,     18.0
53614,2000,07,02,08,     19.2
53614,2000,07,02,14,     19.5
53614,2000,07,02,20,     18.2
53614,2000,07,03,02,     17.4
53614,2000,07,03,08,     17.2
53614,2000,07,03,14,     19.6
53614,2000,07,03,20,     19.3
53614,2000,07,04,02,     16.6
53614,2000,07,04,08,     17.2
53614,2000,07,04,14,     19.0
53614,2000,07,04,20,     19.6
53614,2000,07,05,02,     18.5
53614,2000,07,05,08,     18.8
53614,2000,07,05,14,     20.5
53614,2000,07,05,20,     21.1
53614,2000,07,06,02,     18.6
53614,2000,07,06,08,     19.6
53614,2000,07,06,14,     21.4
53614,2000,07,06,20,     20.2
53614,2000,07,07,02,     18.3
53614,2000,07,07,08,     17.3
53614,2000,07,07,14,     19.2
53614,2000,07,07,20,     16.7
53614,2000,07,08,02,     16.2
53614,2000,07,08,08,     15.0
53614,2000,07,08,14,     19.0
53614,2000,07,08,20,     18.3
53614,2000,07,09,02,     15.8
53614,2000,07,09,08,     15.6
53614,2000,07,09,14,     18.9
53614,2000,07,09,20,     19.9
53614,2000,07,10,02,     15.4
53614,2000,07,10,08,     17.3
53614,2000,07,10,14,     18.6
53614,2000,07,10,20,     19.7
53614,2000,07,11,02,     16.7
53614,2000,07,11,08,     17.0
53614,2000,07,11,14,     19.7
53614,2000,07,11,20,     19.0
53614,2000,07,12,02,     16.9
53614,2000,07,12,08,     17.8
53614,2000,07,12,14,     20.1
53614,2000,07,12,20,     20.5
53614,2000,07,13,02,     18.0
53614,2000,07,13,08,     18.5
53614,2000,07,13,14,     20.1
53614,2000,07,13,20,     20.8
53614,2000,07,14,02,     19.4
53614,2000,07,14,08,     19.1
53614,2000,07,14,14,     20.1
53614,2000,07,14,20,     19.2
53614,2000,07,15,02,     18.2
53614,2000,07,15,08,     18.5
53614,2000,07,15,14,     21.3
53614,2000,07,15,20,     21.8
53614,2000,07,16,02,     19.6
53614,2000,07,16,08,     20.7
53614,2000,07,16,14,     22.4
53614,2000,07,16,20,     23.3
53614,2000,07,17,02,     21.2
53614,2000,07,17,08,     21.2
53614,2000,07,17,14,     23.3
53614,2000,07,17,20,     23.4
53614,2000,07,18,02,     20.5
53614,2000,07,18,08,     21.0
53614,2000,07,18,14,     23.2
53614,2000,07,18,20,     24.0
53614,2000,07,19,02,     21.0
53614,2000,07,19,08,     21.6
53614,2000,07,19,14,     23.7
53614,2000,07,19,20,     23.2
53614,2000,07,20,02,     21.6
53614,2000,07,20,08,     21.9
53614,2000,07,20,14,     23.9
53614,2000,07,20,20,     25.8
53614,2000,07,21,02,     20.8
53614,2000,07,21,08,     20.9
53614,2000,07,21,14,     23.4
53614,2000,07,21,20,     21.6
53614,2000,07,22,02,     20.0
53614,2000,07,22,08,     18.3
53614,2000,07,22,14,     19.2
53614,2000,07,22,20,     19.0
53614,2000,07,23,02,     15.9
53614,2000,07,23,08,     16.8
53614,2000,07,23,14,     19.5
53614,2000,07,23,20,     20.0
53614,2000,07,24,02,     18.5
53614,2000,07,24,08,     16.2
53614,2000,07,24,14,     22.3
53614,2000,07,24,20,     23.6
53614,2000,07,25,02,     18.3
53614,2000,07,25,08,     20.2
53614,2000,07,25,14,     23.1
53614,2000,07,25,20,     23.8
53614,2000,07,26,02,     22.8
53614,2000,07,26,08,     22.8
53614,2000,07,26,14,     26.3
53614,2000,07,26,20,     24.4
53614,2000,07,27,02,     23.3
